organization,title,location,job_url,source_type,source_provider
La Senza,Key Account Manager - Canada Wholesale,Montreal,https://job-boards.greenhouse.io/lasenza/jobs/6600370,ats,greenhouse
La Senza,Key Account Manager - Canada Wholesale,Montreal,https://job-boards.greenhouse.io/lasenza/jobs/6600358,ats,greenhouse
La Senza,Key Holder,"Burnaby, BC",https://job-boards.greenhouse.io/lasenza/jobs/7217366,ats,greenhouse
La Senza,Key Holder,"London, On",https://job-boards.greenhouse.io/lasenza/jobs/7190146,ats,greenhouse
La Senza,Key Holder,London On,https://job-boards.greenhouse.io/lasenza/jobs/7564267,ats,greenhouse
La Senza,Key Holder,Victoria B.C,https://job-boards.greenhouse.io/lasenza/jobs/7216862,ats,greenhouse
La Senza,KeyHolder (Part-time),"Prince George, BC",https://job-boards.greenhouse.io/lasenza/jobs/4601558,ats,greenhouse
La Senza,"Manager, Facilities","Columbus, OH",https://job-boards.greenhouse.io/lasenza/jobs/7727528,ats,greenhouse
La Senza,Sales Associate,Kingsway,https://job-boards.greenhouse.io/lasenza/jobs/8065143,ats,greenhouse
La Senza,Sales Associate,"Charlottetown, Prince Edward Island",https://job-boards.greenhouse.io/lasenza/jobs/7049607,ats,greenhouse
La Senza,Sales Associate,"Surrey, British Columbia",https://job-boards.greenhouse.io/lasenza/jobs/7194854,ats,greenhouse
La Senza,Sales Associate,"Edmonton, AB",https://job-boards.greenhouse.io/lasenza/jobs/7236306,ats,greenhouse
La Senza,Sales Associate,Vernon BC,https://job-boards.greenhouse.io/lasenza/jobs/7379119,ats,greenhouse
La Senza,Sales Associate,"Vaughan, ON",https://job-boards.greenhouse.io/lasenza/jobs/7833666,ats,greenhouse
La Senza,Sales Associate,"Prince George, BC",https://job-boards.greenhouse.io/lasenza/jobs/4601588,ats,greenhouse
La Senza,Seasonal Sales Associate,"Burnaby, BC",https://job-boards.greenhouse.io/lasenza/jobs/7369147,ats,greenhouse
La Senza,Seasonal Sales Associate [MacArthur Glen],"Richmond, BC",https://job-boards.greenhouse.io/lasenza/jobs/7384315,ats,greenhouse
La Senza,Senior Accountant,"Columbus, Ohio",https://job-boards.greenhouse.io/lasenza/jobs/6016129,ats,greenhouse
La Senza,Visual Presentation Lead,"Toronto, ON",https://job-boards.greenhouse.io/lasenza/jobs/6648653,ats,greenhouse
Lakeridge Health Bowmanville,Careers & VolunteeringExpand sub pages Careers & VolunteeringCareersCommunity Advisory PanelsPatient and Family AdvisorsPhysician OpportunitiesVolunteering,Lakeridge Health,https://www.lh.ca/careers-volunteering/,static_html_listing,
Lakeridge Health Bowmanville,Community Advisory Panels,,https://www.lh.ca/careers-volunteering/community-advisory-panels/,static_html_listing,
Lakeridge Health Bowmanville,Patient and Family Advisors,,https://www.lh.ca/patients-visitors/patient-and-visitor-experience/patient-and-family-advisors/,static_html_listing,
Lakeridge Health Bowmanville,Clinical Utilization & GEMINI Physician Lead,,https://www.lh.ca/careers-volunteering/physician-opportunities/clinical-utilization-gemini-physician-lead/,static_html_listing,
Lakeridge Health Bowmanville,"Deputy Chief and Assistant Medical Director, Department of Medicine",,https://www.lh.ca/careers-volunteering/physician-opportunities/deputy-chief-and-assistant-medical-director-department-of-medicine/,static_html_listing,
Lakeridge Health Bowmanville,Critical Care Clinical Assistants,,https://www.lh.ca/careers-volunteering/physician-opportunities/critical-care-clinical-assistants/,static_html_listing,
Lakeridge Health Bowmanville,Site Section Lead - Surgical Assisting (Ajax Pickering),,https://www.lh.ca/careers-volunteering/physician-opportunities/site-section-lead-surgical-assisting-ajax-pickering/,static_html_listing,
Lakeridge Health Bowmanville,Surgical Assistant,,https://www.lh.ca/careers-volunteering/physician-opportunities/surgical-assistant/,static_html_listing,
Law and Orders,Kitchen Manager,,https://lawandorders.ca/careers/#1879844da5cb94e17,static_html_listing,
Law Foundation of British Columbia,Indigenous Advisory Circle,,https://www.lawfoundationbc.org/about-us/indigenous-advisory-circle/,ats,bamboohr
Lazard,Financial AdvisoryFinancial Advisory OverviewM&A and Strategic AdvisoryCapital Markets AdvisoryRestructuring & Liability ManagementSpecialized AdvisoryTransactions,,https://lazard.com/financial-advisory/,ats,oracle
Lazard,M&A and Strategic Advisory,,https://lazard.com/financial-advisory/ma-and-strategic-advisory/,ats,oracle
Lazard,Capital Markets Advisory,,https://lazard.com/financial-advisory/capital-markets-advisory/,ats,oracle
Lazard,Specialized Advisory,,https://lazard.com/financial-advisory/specialized-advisory/,ats,oracle
Lazard,Financial Advisory Careers,,https://lazard.com/about-lazard/locations/france/financial-advisory-careers/,ats,oracle
Leadbox​,Why Leadbox,,https://leadboxhq.com/why-leadbox/,ats,bamboohr
Lepine Apartments,"Renting vs. Buying: Which One Actually Builds More Wealth?December 14th, 2025LifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/renting-vs-buying-which-one-actually-builds-more-wealth,ats,dayforce
Lepine Apartments,"A New Chapter Begins: Johanne’s Gardens Officially Opens in Carleton PlaceNovember 3rd, 2025EventsLifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/johannes-gardens-officially-opens-in-carleton-place,ats,dayforce
Lepine Apartments,"Renting vs. Buying: A Closer Look at the Initial CostsOctober 16th, 2025LifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/renting-vs-buying-a-closer-look-at-the-initial-costs,ats,dayforce
Lepine Apartments,"Creating Proud Traditions: Lépine Apartments Presents the PGA TOUR Americas Commissionaires Ottawa OpenSeptember 15th, 2025SponsorshipsEventsAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/2025-pga-commissionaires-ottawa-open,ats,dayforce
Lepine Apartments,"Building Connections for Better Living: How Apartment Communities Can Improve Your WellbeingAugust 22nd, 2025LifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/building-connections-for-better-living,ats,dayforce
Lepine Apartments,"Renting Vs Buying: Why More Young Adults Are Choosing to Rent Rather Than Getting a MortgageJuly 16th, 2025LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/renting-vs-buying,ats,dayforce
Lepine Apartments,"Bungalow Sized Apartments for Rent in Greater OttawaJune 9th, 2025LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/bungalow-sized-apartments,ats,dayforce
Lepine Apartments,"Why Rent a Lépine Apartment?May 17th, 2025LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/why-rent-a-lepine-apartment,ats,dayforce
Lepine Apartments,"Empowering Northern CommunitiesApril 11th, 2025SustainabilitySponsorshipsIan KennedyDirector of Design",,https://lepineapartments.com/newsroom/empowering-northern-communities,ats,dayforce
Lepine Apartments,"Sponsoring Champions: Lépine Partners with Wheelchair Basketball Canada’s Schools ProgramMarch 7th, 2025EventsAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/sponsoring-champions-lepine-partners-with-wheelchair-basketball-canadas-schools-program,ats,dayforce
Lepine Apartments,"Maximize the value you get for your money when you rent a Lépine ApartmentJanuary 9th, 2025LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/maximize-the-value,ats,dayforce
Lepine Apartments,"Family-Friendly Living: Exploring Lépine Apartments' AmenitiesDecember 6th, 2024LifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/family-friendly-living,ats,dayforce
Lepine Apartments,"The Future’s Much Brighter When You RentNovember 13th, 2024LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/brighter-when-you-rent,ats,dayforce
Lepine Apartments,"Luxury Living in KanataOctober 6th, 2024LifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/luxury-living-in-kanata,ats,dayforce
Lepine Apartments,"Capital Gains - How to Optimize Real Estate Investments!July 10th, 2024LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/optimize-your-real-estate-investments,ats,dayforce
Lepine Apartments,"Lake-side summers and pool-side winters are in your future at Lépine ApartmentsJuly 2nd, 2024LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/lake-side-summers-and-pool-side-winters,ats,dayforce
Lepine Apartments,"Growing Calm in the City: The Benefits of Greenspace in Apartment CommunitiesJune 4th, 2024LifestyleSustainabilityIan KennedyDirector of Design",,https://lepineapartments.com/newsroom/beyond-concrete-jungles,ats,dayforce
Lepine Apartments,"Breaking Barriers on the Slopes: Lépine Apartments' Support for Canadian Adaptive Disabled Snowsports (CADS)May 10th, 2024SponsorshipsWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/breaking-barriers-on-the-slopes,ats,dayforce
Lepine Apartments,"Discover a New Lease on Life at the Normand in Kanata LakesApril 15th, 2024LifestyleAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/discover-a-new-lease-on-life-at-the-normand,ats,dayforce
Lepine Apartments,"Sarah's Story of Freedom and Flexibility at LépineFebruary 2nd, 2024LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/sarahs-story-of-freedom-and-flexibility-at-lepine,ats,dayforce
Lepine Apartments,"She Chose Freedom and FlexibilityDecember 10th, 2023LifestyleWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/she-chose-freedom-and-flexibility,ats,dayforce
Lepine Apartments,"Honouring Our Armed Forces VeteransNovember 11th, 2023SponsorshipsWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/honouring-our-armed-forces-veterans,ats,dayforce
Lepine Apartments,"A Day to Remember at the Cristina's Grand OpeningOctober 11th, 2023EventsAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/the-Cristina-grand-opening,ats,dayforce
Lepine Apartments,"Hero's Ridge Reunion 2022-2023: A Heartwarming Celebration of Community and HeroesSeptember 22nd, 2023EventsSponsorshipsAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/heros-ridge-reunion,ats,dayforce
Lepine Apartments,"Helping All Canadians Realize the Benefits of SportAugust 8th, 2023LifestyleSponsorshipsWilliam LépineDirector of Business Operations",,https://lepineapartments.com/newsroom/helping-all-canadians-realize-the-benefits-of-sport,ats,dayforce
Lepine Apartments,"An Unforgettable Day at the Lépine Lodge Open House: A Perfect Blend of Luxury and Country FestivitiesJune 30th, 2023EventsAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/An-Unforgettable-Day-at-the-Lepine-Lodge-Open-House,ats,dayforce
Lepine Apartments,"Valarie and Roger Frenette: Winners of the Normand Grand Prize DrawJune 29th, 2023EventsAllison MuiseLifestyle Specialist",,https://lepineapartments.com/newsroom/Winners-of-the-Normand-Grand-Prize-Draw,ats,dayforce
Lepine Apartments,"Protecting Our Urban ForestsMay 10th, 2023SustainabilityIan KennedyDirector of Design",,https://lepineapartments.com/newsroom/protecting-our-urban-forests,ats,dayforce
Library of Parliament,Office of the Parliamentary Budget OfficerEmployment Opportunities,,https://careers--carrieres.pbo-dpb.ca/,static_html_listing,
Legal Aid Ontario,Find helpFind a lawyerFind a legal clinicFind a duty counsel officeFind a legal aid officeSpeak to a representative,,https://www.legalaid.on.ca/lawyers/,unknown,blocked
Legal Aid Ontario,Speak to a representative,,https://www.legalaid.on.ca/more/corporate/contact-legal-aid-ontario/,unknown,blocked
Legal Aid Ontario,Board of directors,,https://www.legalaid.on.ca/board-members/,unknown,blocked
Legal Aid Ontario,"Administrative assistantKingston Community Legal Clinic$32,320June 25July 31",,https://www.legalaid.on.ca/wp-content/uploads/2026-06-25_KCLC-Administrative-Assistant.pdf,unknown,blocked
Legal Aid Ontario,Community developerCommunity Advocacy & Legal Centre (CALC)July 7July 31,,https://www.legalaid.on.ca/wp-content/uploads/2026-07-07_Community-Developer-CALC.pdf,unknown,blocked
Legal Aid Ontario,Legal Case Coordinator (LCC) – BilingualHuman Rights Legal Support Centre (HRLSC)July 13July 27,,https://www.legalaid.on.ca/wp-content/uploads/2026-07-13_HRCLS_Bilingual-LCC-EN.pdf,unknown,blocked
Lifeboat Distribution,"Account ExecutiveClimb Channel Solutions US·Maryland, USA·Fully Remote",Quantum,https://teamclimb.climbgs.com/jobs/7847333-account-executive,static_html_listing,
Lifeboat Distribution,Vendor Manager - QuantumClimb Channel Solutions US·Remote US·Fully Remote,,https://teamclimb.climbgs.com/jobs/7839857-vendor-manager-quantum,static_html_listing,
Lifeboat Distribution,Michael BernsteinDirector of Sales,,https://teamclimb.climbgs.com/en-GB/people/1748254-michael-bernstein,static_html_listing,
Lifeboat Distribution,Alan SmythChief Finance Officer,,https://teamclimb.climbgs.com/en-GB/people/2130699-alan-smyth,static_html_listing,
Lifeboat Distribution,Jennifer MishDirector of Corporate Marketing,,https://teamclimb.climbgs.com/en-GB/people/3058925-jennifer-mish,static_html_listing,
Lifeboat Distribution,Gill DrummondMapping Partner Manager,,https://teamclimb.climbgs.com/en-GB/people/1749064-gill-drummond,static_html_listing,
Lifeboat Distribution,Jay CittadinoDirector of Inside Sales East,,https://teamclimb.climbgs.com/en-GB/people/1748243-jay-cittadino,static_html_listing,
Lifeboat Distribution,Serena June HorganSenior Creative Designer,,https://teamclimb.climbgs.com/en-GB/people/2063137-serena-june-horgan,static_html_listing,
Linux Professional Institute,Open TechnologyDevOps Tools EngineerBSD Specialist,,https://www.lpi.org/value-of-certification/linux-professionals/,static_html_listing,
Linux Professional Institute,DevOps Tools Engineer,,https://www.lpi.org/our-certifications/devops-overview/,static_html_listing,
Linux Professional Institute,BSD Specialist,,https://www.lpi.org/our-certifications/bsd-overview/,static_html_listing,
Linux Professional Institute,Board of Directors,,https://www.lpi.org/about-lpi/meet-our-board-of-directors/,static_html_listing,
Lightenco,"Account Manager – GTAReports To: Director of Sales Location: GTA, Ontario. This role will be a hybrid position. Status: Full-time Employee Compensation: …Read more",,https://www.lightenco.com/job/account-manager-gta-2/,static_html_listing,
Lightenco,"Account Manager – GTAReports To: Director of Sales Location: GTA, Ontario. This role will be a hybrid position. Status: Full-time Employee Compensation: …Read more",,https://www.lightenco.com/job/account-manager-gta/,static_html_listing,
LMC Diabetes & Endocrinology (Canada),Physician SpecialistsPhysician Assistants,,https://www.lmc.ca/meet-the-doctors/,ats,applytojob
LMC Diabetes & Endocrinology (Canada),Physician Assistants,,https://www.lmc.ca/physician-assistants/,ats,applytojob
Loewen Windows,Drafting Technician – 18 month TermFull Time,Steinbach,https://recruiting.ultipro.ca/LOE5000LOEW/JobBoard/2fda9972-884e-4084-a6d1-df9635babf99/Opportunity/OpportunityDetail?opportunityId=e5a1b99b-3386-4a7f-968a-1244d86212e8,ats,ukg_pro
London Health Sciences Centre,Ron Sapsford appointed as Chair of London Health Sciences Centre’s renewed Board of Directors,,https://www.lhsc.on.ca/news/ron-sapsford-appointed-as-chair-of-london-health-sciences-centres-renewed-board-of-directors,static_html_listing,
London Health Sciences Centre,Interested in serving on LHSC's Board of Directors? Attend a virtual information session on July 14,,https://www.lhsc.on.ca/news/interested-in-serving-on-lhscs-board-of-directors-attend-a-virtual-information-session-on-july,static_html_listing,
London Health Sciences Centre,Executive Compensation,,https://www.lhsc.on.ca/about-lhsc/executive-compensation,static_html_listing,
Logibec Groupe Informatique,AI Augmented DeveloperAPPLY HERE,,https://jobs.smartrecruiters.com/LGIHealthcareSolutionsSanteInc/744000130877269-ai-augmented-developer,ats,smartrecruiters
Lunenfeld-Tanenbaum Research Institute,7/28/2026Assistant TechnicianLTRI,,https://contact2.mshri.on.ca/hr/DEFAULT.ASP?page=jobDetail&job=2172,static_html_listing,
Malleum,"Executive Advisor - Governance, Risk and Compliance(none)Remote",,https://malleum.applytojob.com/apply/FejnOfvCvN/Executive-Advisor-Governance-Risk-And-Compliance,ats,applytojob
Malleum,Senior DFIR Specialist(none)Remote,,https://malleum.applytojob.com/apply/SY3GRv2lAB/Senior-DFIR-Specialist,ats,applytojob
Malleum,"Senior IT Consultant(none)Ottawa, ON, Canada",,https://malleum.applytojob.com/apply/c3VcBsq9CB/Senior-IT-Consultant,ats,applytojob
Malleum,"Senior Network & Security Consultant(none)Ottawa, ON, Canada",,https://malleum.applytojob.com/apply/JqQCLKgmJR/Senior-Network-Security-Consultant,ats,applytojob
Major Drilling Group International,Board of Directors,,https://www.majordrilling.com/about-us/board-of-directors/,ats,dayforce
Major Drilling Group International,InvestorsInvestor CentreAnnual MeetingWebcastsQuarterly ReportsPress ReleasesAnalyst CoverageAnnual ReportsEvents,,https://www.majordrilling.com/careers/,ats,dayforce
Major Drilling Group International,Analyst Coverage,,https://www.majordrilling.com/investors/analyst-coverage/,ats,dayforce
Manitoba Aerospace Association,Board of Directors,,https://mbaerospace.ca/about-us/board-of-directors/,static_html_listing,
