record_id,organization_name,monitor_url,source_type,source_provider,source_listing_url,source_api_url,source_stage,previous_result,extraction_result,extraction_reason,jobs_found,extraction_error,extraction_checked_at_utc
247,Konghq,https://konghq.com/company/careers,ats,ashby,https://konghq.com/company/careers,,stage1,,jobs_extracted,Unknown ATS: ashby,20,,2026-07-29T01:52:38.179498+00:00
226,Jobs,https://jobs.iqvia.com/en,ats,workday,https://jobs.iqvia.com/en,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:37.237844+00:00
248,Kraken,https://www.kraken.com/careers,ats,ashby,https://www.kraken.com/careers,,stage1,,jobs_extracted,Unknown ATS: ashby,5,,2026-07-29T01:52:38.346220+00:00
254,Lemfi,https://jobs.ashbyhq.com/lemfi,ats,ashby,https://jobs.ashbyhq.com/lemfi,,stage1,,no_jobs_found,Unknown ATS: ashby,0,,2026-07-29T01:52:38.600794+00:00
257,Leveragetek,https://leveragetek.ca/en/about-us/careers-at-leveragetek/,static_html_listing,,https://leveragetek.ca/en/about-us/careers-at-leveragetek/,,stage1,,jobs_extracted,6 jobs found,6,,2026-07-29T01:52:38.951824+00:00
249,Kyndryl,https://www.kyndryl.com/us/en/careers,ats,workday,https://www.kyndryl.com/us/en/careers,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:38.458758+00:00
258,Lexful,https://lexful.ai/careers,static_html_listing,,https://lexful.ai/careers,,stage1,,jobs_extracted,2 jobs found,2,,2026-07-29T01:52:38.940019+00:00
261,Lightspeedhq,https://www.lightspeedhq.com/careers/,static_html_listing,,https://www.lightspeedhq.com/careers/,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:39.185043+00:00
250,Careers,https://careers.loreal.com/en_US/content,static_html_listing,,https://careers.loreal.com/en_US/content,,stage1,,jobs_extracted,8 jobs found,8,,2026-07-29T01:52:38.592305+00:00
270,Magnetforensics,https://www.magnetforensics.com/careers-at-magnet/,ats,lever,https://www.magnetforensics.com/careers-at-magnet/,,stage1,,jobs_extracted,47 jobs found,47,,2026-07-29T01:52:39.238592+00:00
265,Lorventech,https://lorventech.com/careers/,static_html_listing,,https://lorventech.com/careers/,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:52:39.188346+00:00
